STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USW00023293,SAN JOSE,10/6/10,0.01,,,79,54,
USW00023293,SAN JOSE,10/7/10,0,,,74,53,
USW00023293,SAN JOSE,10/8/10,0,,,78,53,
USW00023293,SAN JOSE,10/9/10,0,,,79,52,
USW00023293,SAN JOSE,10/10/10,0,,,82,57,
USW00023293,SAN JOSE,10/11/10,0,,,89,58,
USW00023293,SAN JOSE,10/12/10,0,,,93,59,
USW00023293,SAN JOSE,10/13/10,0,,,93,61,
USW00023293,SAN JOSE,10/14/10,0,,,91,63,
USW00023293,SAN JOSE,10/15/10,0,,,84,59,
USW00023293,SAN JOSE,10/16/10,0,,,71,56,
USW00023293,SAN JOSE,10/17/10,0.03,,,59,55,
USW00023293,SAN JOSE,10/18/10,0,,,69,55,
USW00023293,SAN JOSE,10/19/10,0,,,77,52,
USW00023293,SAN JOSE,10/20/10,0,,,69,53,
USW00023293,SAN JOSE,10/21/10,0,,,69,51,
USW00023293,SAN JOSE,10/22/10,0.02,,,65,55,
USW00023293,SAN JOSE,10/23/10,0.05,,,66,53,
USW00023293,SAN JOSE,10/24/10,0.06,,,68,59,
USW00023293,SAN JOSE,10/25/10,0,,,66,52,
USW00023293,SAN JOSE,10/26/10,0,,,68,47,
USW00023293,SAN JOSE,10/27/10,0,,,67,43,
USW00023293,SAN JOSE,10/28/10,0,,,79,53,
USW00023293,SAN JOSE,10/29/10,0.04,,,67,54,
USW00023293,SAN JOSE,10/30/10,0.04,,,68,53,
USW00023293,SAN JOSE,10/31/10,0,,,74,49,
USW00023293,SAN JOSE,11/1/10,0,,,75,49,
USW00023293,SAN JOSE,11/2/10,0,,,80,50,
USW00023293,SAN JOSE,11/3/10,0,,,82,52,
USW00023293,SAN JOSE,11/4/10,0,,,85,54,
USW00023293,SAN JOSE,11/5/10,0,,,69,55,
USW00023293,SAN JOSE,11/6/10,0,,,72,57,
USW00023293,SAN JOSE,11/7/10,0.17,,,60,52,
USW00023293,SAN JOSE,11/8/10,0,,,62,45,
USW00023293,SAN JOSE,11/9/10,0.06,,,63,41,
USW00023293,SAN JOSE,11/10/10,0.03,,,63,50,
USW00023293,SAN JOSE,11/11/10,0,,,69,47,
USW00023293,SAN JOSE,11/12/10,0,,,69,42,
USW00023293,SAN JOSE,11/13/10,0,,,75,48,
USW00023293,SAN JOSE,11/14/10,0,,,79,53,
USW00023293,SAN JOSE,11/15/10,0,,,82,57,
USW00023293,SAN JOSE,11/16/10,0,,,75,49,
USW00023293,SAN JOSE,11/17/10,0,,,76,45,
USW00023293,SAN JOSE,11/18/10,0,,,63,44,
USW00023293,SAN JOSE,11/19/10,0.25,,,57,46,
USW00023293,SAN JOSE,11/20/10,0.74,,,53,42,
USW00023293,SAN JOSE,11/21/10,0.17,,,55,44,
USW00023293,SAN JOSE,11/22/10,0,,,58,44,
USW00023293,SAN JOSE,11/23/10,0.18,,,56,41,
USW00023293,SAN JOSE,11/24/10,0,,,52,35,
USW00023293,SAN JOSE,11/25/10,0,,,55,33,
USW00023293,SAN JOSE,11/26/10,0,,,57,32,
USW00023293,SAN JOSE,11/27/10,0.16,,,57,44,
USW00023293,SAN JOSE,11/28/10,0,,,54,36,
USW00023293,SAN JOSE,11/29/10,0,,,58,32,
USW00023293,SAN JOSE,11/30/10,0,,,57,35,
USW00023293,SAN JOSE,12/1/10,0,,,59,36,
USW00023293,SAN JOSE,12/2/10,0,,,60,39,
USW00023293,SAN JOSE,12/3/10,0,,,59,46,
USW00023293,SAN JOSE,12/4/10,0,,,65,50,
USW00023293,SAN JOSE,12/5/10,0.24,,,67,50,
USW00023293,SAN JOSE,12/6/10,0,,,65,48,
USW00023293,SAN JOSE,12/7/10,0,,,66,43,
USW00023293,SAN JOSE,12/8/10,0.15,,,60,51,
USW00023293,SAN JOSE,12/9/10,0,,,64,57,
USW00023293,SAN JOSE,12/10/10,0,,,67,57,
USW00023293,SAN JOSE,12/11/10,0,,,64,55,
USW00023293,SAN JOSE,12/12/10,0,,,59,54,
USW00023293,SAN JOSE,12/13/10,0,,,59,52,
USW00023293,SAN JOSE,12/14/10,0.27,,,61,52,
USW00023293,SAN JOSE,12/15/10,0,,,58,42,
USW00023293,SAN JOSE,12/16/10,0,,,59,36,
USW00023293,SAN JOSE,12/17/10,0.27,,,59,48,
USW00023293,SAN JOSE,12/18/10,0.1,,,61,54,
USW00023293,SAN JOSE,12/19/10,0.75,,,61,49,
USW00023293,SAN JOSE,12/20/10,0,,,53,47,
USW00023293,SAN JOSE,12/21/10,0.12,,,59,49,
USW00023293,SAN JOSE,12/22/10,0.01,,,61,50,
USW00023293,SAN JOSE,12/23/10,0,,,61,44,
USW00023293,SAN JOSE,12/24/10,0,,,61,43,
USW00023293,SAN JOSE,12/25/10,0.31,,,59,46,
USW00023293,SAN JOSE,12/26/10,0,,,61,42,
USW00023293,SAN JOSE,12/27/10,0,,,57,44,
USW00023293,SAN JOSE,12/28/10,0.59,,,57,46,
USW00023293,SAN JOSE,12/29/10,0.24,,,54,43,
USW00023293,SAN JOSE,12/30/10,0,,,53,34,
USW00023293,SAN JOSE,12/31/10,0,,,52,40,
USW00023293,SAN JOSE,1/1/11,0.01,,,56,47,
USW00023293,SAN JOSE,1/2/11,0.22,,,53,45,
USW00023293,SAN JOSE,1/3/11,0,,,56,43,
USW00023293,SAN JOSE,1/4/11,0,,,58,37,
USW00023293,SAN JOSE,1/5/11,0,,,58,34,
USW00023293,SAN JOSE,1/6/11,0,,,55,34,
USW00023293,SAN JOSE,1/7/11,0,,,48,38,
USW00023293,SAN JOSE,1/8/11,0,,,50,43,
USW00023293,SAN JOSE,1/9/11,0,,,49,37,
USW00023293,SAN JOSE,1/10/11,0,,,53,31,
USW00023293,SAN JOSE,1/11/11,0.03,,,50,42,
USW00023293,SAN JOSE,1/12/11,0,,,60,45,
USW00023293,SAN JOSE,1/13/11,0.06,,,60,43,
USW00023293,SAN JOSE,1/14/11,0,,,63,49,
USW00023293,SAN JOSE,1/15/11,0,,,68,44,
USW00023293,SAN JOSE,1/16/11,0,,,60,46,
USW00023293,SAN JOSE,1/17/11,0,,,59,48,
USW00023293,SAN JOSE,1/18/11,0,,,67,46,
USW00023293,SAN JOSE,1/19/11,0,,,64,43,
USW00023293,SAN JOSE,1/20/11,0,,,66,45,
USW00023293,SAN JOSE,1/21/11,0,,,67,40,
USW00023293,SAN JOSE,1/22/11,0,,,72,42,
USW00023293,SAN JOSE,1/23/11,0,,,71,42,
USW00023293,SAN JOSE,1/24/11,0,,,68,39,
USW00023293,SAN JOSE,1/25/11,0,,,70,42,
USW00023293,SAN JOSE,1/26/11,0,,,70,42,
USW00023293,SAN JOSE,1/27/11,0,,,69,42,
USW00023293,SAN JOSE,1/28/11,0,,,53,40,
USW00023293,SAN JOSE,1/29/11,0.13,,,61,49,
USW00023293,SAN JOSE,1/30/11,0.51,,,57,46,
USW00023293,SAN JOSE,1/31/11,0,,,60,39,
USW00023293,SAN JOSE,2/1/11,0,,,65,48,
USW00023293,SAN JOSE,2/2/11,0,,,63,40,
USW00023293,SAN JOSE,2/3/11,0,,,63,38,
USW00023293,SAN JOSE,2/4/11,0,,,66,40,
USW00023293,SAN JOSE,2/5/11,0,,,75,41,
USW00023293,SAN JOSE,2/6/11,0,,,77,52,
USW00023293,SAN JOSE,2/7/11,0,,,70,46,
USW00023293,SAN JOSE,2/8/11,0,,,62,44,
USW00023293,SAN JOSE,2/9/11,0,,,63,39,
USW00023293,SAN JOSE,2/10/11,0,,,65,35,
USW00023293,SAN JOSE,2/11/11,0,,,69,38,
USW00023293,SAN JOSE,2/12/11,0,,,70,41,
USW00023293,SAN JOSE,2/13/11,0,,,63,45,
USW00023293,SAN JOSE,2/14/11,0,,,60,48,
USW00023293,SAN JOSE,2/15/11,0.08,,,63,51,
USW00023293,SAN JOSE,2/16/11,0.37,,,55,44,
USW00023293,SAN JOSE,2/17/11,0.97,,,51,44,
USW00023293,SAN JOSE,2/18/11,0.81,,,58,40,
USW00023293,SAN JOSE,2/19/11,0.25,,,47,37,
USW00023293,SAN JOSE,2/20/11,0,,,55,36,
USW00023293,SAN JOSE,2/21/11,0,,,55,34,
USW00023293,SAN JOSE,2/22/11,0,,,58,36,
USW00023293,SAN JOSE,2/23/11,0,,,56,37,
USW00023293,SAN JOSE,2/24/11,0.13,,,54,39,
USW00023293,SAN JOSE,2/25/11,0.54,,,53,39,
USW00023293,SAN JOSE,2/26/11,0,,,49,33,
USW00023293,SAN JOSE,2/27/11,0,,,59,32,
USW00023293,SAN JOSE,2/28/11,0,,,59,37,
USW00023293,SAN JOSE,3/1/11,0,,,62,37,
USW00023293,SAN JOSE,3/2/11,0,,,62,44,
USW00023293,SAN JOSE,3/3/11,0,,,67,50,
USW00023293,SAN JOSE,3/4/11,0,,,67,42,
USW00023293,SAN JOSE,3/5/11,0.01,,,66,45,
USW00023293,SAN JOSE,3/6/11,0.12,,,61,54,
USW00023293,SAN JOSE,3/7/11,0,,,58,49,
USW00023293,SAN JOSE,3/8/11,0.01,,,62,50,
USW00023293,SAN JOSE,3/9/11,0,,,66,45,
USW00023293,SAN JOSE,3/10/11,0,,,67,44,
USW00023293,SAN JOSE,3/11/11,0,,,60,47,
USW00023293,SAN JOSE,3/12/11,0,,,63,43,
USW00023293,SAN JOSE,3/13/11,0.02,,,65,49,
USW00023293,SAN JOSE,3/14/11,0,,,69,56,
USW00023293,SAN JOSE,3/15/11,0.02,,,70,56,
USW00023293,SAN JOSE,3/16/11,0.12,,,60,46,
USW00023293,SAN JOSE,3/17/11,0,,,64,41,
USW00023293,SAN JOSE,3/18/11,0.63,,,57,45,
USW00023293,SAN JOSE,3/19/11,0.91,,,53,44,
USW00023293,SAN JOSE,3/20/11,0.29,,,56,45,
USW00023293,SAN JOSE,3/21/11,0.42,,,56,43,
USW00023293,SAN JOSE,3/22/11,0.02,,,60,44,
USW00023293,SAN JOSE,3/23/11,0.56,,,57,47,
USW00023293,SAN JOSE,3/24/11,0.93,,,54,43,
USW00023293,SAN JOSE,3/25/11,0.05,,,58,43,
USW00023293,SAN JOSE,3/26/11,0.19,,,58,47,
USW00023293,SAN JOSE,3/27/11,0.02,,,62,40,
USW00023293,SAN JOSE,3/28/11,0,,,63,47,
USW00023293,SAN JOSE,3/29/11,0,,,66,43,
USW00023293,SAN JOSE,3/30/11,0,,,79,50,
USW00023293,SAN JOSE,3/31/11,0,,,81,54,
USW00023293,SAN JOSE,4/1/11,0,,,84,50,
USW00023293,SAN JOSE,4/2/11,0,,,66,50,
USW00023293,SAN JOSE,4/3/11,0,,,66,45,
USW00023293,SAN JOSE,4/4/11,0,,,78,45,
USW00023293,SAN JOSE,4/5/11,0,,,68,50,
USW00023293,SAN JOSE,4/6/11,0,,,64,46,
USW00023293,SAN JOSE,4/7/11,0.09,,,57,45,
USW00023293,SAN JOSE,4/8/11,0.03,,,59,40,
USW00023293,SAN JOSE,4/9/11,0,,,64,39,
USW00023293,SAN JOSE,4/10/11,0,,,63,41,
USW00023293,SAN JOSE,4/11/11,0,,,64,46,
USW00023293,SAN JOSE,4/12/11,0,,,64,41,
USW00023293,SAN JOSE,4/13/11,0.05,,,60,43,
USW00023293,SAN JOSE,4/14/11,0,,,64,43,
USW00023293,SAN JOSE,4/15/11,0,,,71,45,
USW00023293,SAN JOSE,4/16/11,0,,,71,54,
USW00023293,SAN JOSE,4/17/11,0,,,69,56,
USW00023293,SAN JOSE,4/18/11,0,,,66,56,
USW00023293,SAN JOSE,4/19/11,0.01,,,71,55,
USW00023293,SAN JOSE,4/20/11,0,,,69,54,
USW00023293,SAN JOSE,4/21/11,0.02,,,64,50,
USW00023293,SAN JOSE,4/22/11,0,,,63,46,
USW00023293,SAN JOSE,4/23/11,0,,,67,50,
USW00023293,SAN JOSE,4/24/11,0,,,66,54,
USW00023293,SAN JOSE,4/25/11,0,,,69,50,
USW00023293,SAN JOSE,4/26/11,0,,,67,49,
USW00023293,SAN JOSE,4/27/11,0,,,69,46,
USW00023293,SAN JOSE,4/28/11,0,,,65,49,
USW00023293,SAN JOSE,4/29/11,0,,,68,43,
USW00023293,SAN JOSE,4/30/11,0,,,74,50,
USW00023293,SAN JOSE,5/1/11,0,,,79,44,
USW00023293,SAN JOSE,5/2/11,0,,,76,49,
USW00023293,SAN JOSE,5/3/11,0,,,75,48,
USW00023293,SAN JOSE,5/4/11,0,,,86,52,
USW00023293,SAN JOSE,5/5/11,0,,,89,55,
USW00023293,SAN JOSE,5/6/11,0,,,70,49,
USW00023293,SAN JOSE,5/7/11,0,,,66,48,
USW00023293,SAN JOSE,5/8/11,0,,,62,50,
USW00023293,SAN JOSE,5/9/11,0,,,69,45,
USW00023293,SAN JOSE,5/10/11,0,,,75,47,
USW00023293,SAN JOSE,5/11/11,0,,,64,52,
USW00023293,SAN JOSE,5/12/11,0,,,72,51,
USW00023293,SAN JOSE,5/13/11,0,,,68,48,
USW00023293,SAN JOSE,5/14/11,0.21,,,62,47,
USW00023293,SAN JOSE,5/15/11,0.07,,,60,46,
USW00023293,SAN JOSE,5/16/11,0.02,,,60,48,
USW00023293,SAN JOSE,5/17/11,0.06,,,62,51,
USW00023293,SAN JOSE,5/18/11,0,,,68,51,
USW00023293,SAN JOSE,5/19/11,0,,,76,46,
USW00023293,SAN JOSE,5/20/11,0,,,71,52,
USW00023293,SAN JOSE,5/21/11,0,,,71,52,
USW00023293,SAN JOSE,5/22/11,0,,,69,50,
USW00023293,SAN JOSE,5/23/11,0,,,70,50,
USW00023293,SAN JOSE,5/24/11,0,,,69,46,
USW00023293,SAN JOSE,5/25/11,0.01,,,66,49,
USW00023293,SAN JOSE,5/26/11,0,,,68,48,
USW00023293,SAN JOSE,5/27/11,0,,,69,51,
USW00023293,SAN JOSE,5/28/11,0.03,,,68,50,
USW00023293,SAN JOSE,5/29/11,0,,,69,50,
USW00023293,SAN JOSE,5/30/11,0,,,66,48,
USW00023293,SAN JOSE,5/31/11,0,,,65,51,
USW00023293,SAN JOSE,6/1/11,0.01,,,66,50,
USW00023293,SAN JOSE,6/2/11,0,,,68,46,
USW00023293,SAN JOSE,6/3/11,0.01,,,67,50,
USW00023293,SAN JOSE,6/4/11,0.88,,,63,55,
USW00023293,SAN JOSE,6/5/11,0,,,69,56,
USW00023293,SAN JOSE,6/6/11,0,,,71,54,
USW00023293,SAN JOSE,6/7/11,0,,,73,56,
USW00023293,SAN JOSE,6/8/11,0,,,75,56,
USW00023293,SAN JOSE,6/9/11,0,,,76,54,
USW00023293,SAN JOSE,6/10/11,0,,,73,55,
USW00023293,SAN JOSE,6/11/11,0,,,68,52,
USW00023293,SAN JOSE,6/12/11,0,,,74,55,
USW00023293,SAN JOSE,6/13/11,0,,,74,54,
USW00023293,SAN JOSE,6/14/11,0,,,85,55,
USW00023293,SAN JOSE,6/15/11,0,,,86,58,
USW00023293,SAN JOSE,6/16/11,0,,,78,54,
USW00023293,SAN JOSE,6/17/11,0,,,77,53,
USW00023293,SAN JOSE,6/18/11,0,,,80,53,
USW00023293,SAN JOSE,6/19/11,0,,,86,55,
USW00023293,SAN JOSE,6/20/11,0,,,96,61,
USW00023293,SAN JOSE,6/21/11,0,,,96,65,
USW00023293,SAN JOSE,6/22/11,0,,,82,57,
USW00023293,SAN JOSE,6/23/11,0,,,79,55,
USW00023293,SAN JOSE,6/24/11,0,,,79,54,
USW00023293,SAN JOSE,6/25/11,0,,,75,53,
USW00023293,SAN JOSE,6/26/11,0,,,79,54,
USW00023293,SAN JOSE,6/27/11,0,,,73,55,
USW00023293,SAN JOSE,6/28/11,0.61,,,69,58,
USW00023293,SAN JOSE,6/29/11,0,,,70,55,
USW00023293,SAN JOSE,6/30/11,0,,,80,54,
USW00023293,SAN JOSE,7/1/11,0,,,88,57,
USW00023293,SAN JOSE,7/2/11,0,,,87,61,
USW00023293,SAN JOSE,7/3/11,0,,,93,62,
USW00023293,SAN JOSE,7/4/11,0,,,85,61,
USW00023293,SAN JOSE,7/5/11,0,,,92,60,
USW00023293,SAN JOSE,7/6/11,0,,,89,61,
USW00023293,SAN JOSE,7/7/11,0,,,82,59,
USW00023293,SAN JOSE,7/8/11,0,,,86,58,
USW00023293,SAN JOSE,7/9/11,0,,,77,54,
USW00023293,SAN JOSE,7/10/11,0,,,78,53,
USW00023293,SAN JOSE,7/11/11,0,,,71,55,
USW00023293,SAN JOSE,7/12/11,0,,,72,54,
USW00023293,SAN JOSE,7/13/11,0,,,74,56,
USW00023293,SAN JOSE,7/14/11,0,,,70,55,
USW00023293,SAN JOSE,7/15/11,0,,,72,54,
USW00023293,SAN JOSE,7/16/11,0,,,75,58,
USW00023293,SAN JOSE,7/17/11,0,,,72,58,
USW00023293,SAN JOSE,7/18/11,0,,,80,55,
USW00023293,SAN JOSE,7/19/11,0,,,80,61,
USW00023293,SAN JOSE,7/20/11,0,,,91,60,
USW00023293,SAN JOSE,7/21/11,0,,,84,58,
USW00023293,SAN JOSE,7/22/11,0,,,83,56,
USW00023293,SAN JOSE,7/23/11,0,,,80,55,
USW00023293,SAN JOSE,7/24/11,0,,,79,57,
USW00023293,SAN JOSE,7/25/11,0,,,75,58,
USW00023293,SAN JOSE,7/26/11,0,,,79,55,
USW00023293,SAN JOSE,7/27/11,0,,,84,55,
USW00023293,SAN JOSE,7/28/11,0,,,82,57,
USW00023293,SAN JOSE,7/29/11,0,,,80,58,
USW00023293,SAN JOSE,7/30/11,0,,,79,59,
USW00023293,SAN JOSE,7/31/11,0,,,78,61,
USW00023293,SAN JOSE,8/1/11,0,,,75,59,
USW00023293,SAN JOSE,8/2/11,0,,,78,59,
USW00023293,SAN JOSE,8/3/11,0,,,80,56,
USW00023293,SAN JOSE,8/4/11,0,,,74,59,
USW00023293,SAN JOSE,8/5/11,0,,,81,60,
USW00023293,SAN JOSE,8/6/11,0,,,81,55,
USW00023293,SAN JOSE,8/7/11,0,,,73,59,
USW00023293,SAN JOSE,8/8/11,0,,,77,58,
USW00023293,SAN JOSE,8/9/11,0,,,82,55,
USW00023293,SAN JOSE,8/10/11,0,,,82,55,
USW00023293,SAN JOSE,8/11/11,0,,,79,55,
USW00023293,SAN JOSE,8/12/11,0,,,78,55,
USW00023293,SAN JOSE,8/13/11,0,,,82,57,
USW00023293,SAN JOSE,8/14/11,0,,,82,57,
USW00023293,SAN JOSE,8/15/11,0,,,83,58,
USW00023293,SAN JOSE,8/16/11,0,,,80,57,
USW00023293,SAN JOSE,8/17/11,0,,,78,58,
USW00023293,SAN JOSE,8/18/11,0,,,79,57,
USW00023293,SAN JOSE,8/19/11,0,,,77,55,
USW00023293,SAN JOSE,8/20/11,0,,,79,57,
USW00023293,SAN JOSE,8/21/11,0,,,75,59,
USW00023293,SAN JOSE,8/22/11,0,,,77,61,
USW00023293,SAN JOSE,8/23/11,0,,,93,58,
USW00023293,SAN JOSE,8/24/11,0,,,84,62,
USW00023293,SAN JOSE,8/25/11,0,,,79,61,
USW00023293,SAN JOSE,8/26/11,0,,,82,60,
USW00023293,SAN JOSE,8/27/11,0,,,80,60,
USW00023293,SAN JOSE,8/28/11,0,,,82,59,
USW00023293,SAN JOSE,8/29/11,0,,,78,58,
USW00023293,SAN JOSE,8/30/11,0,,,80,55,
USW00023293,SAN JOSE,8/31/11,0,,,80,55,
USW00023293,SAN JOSE,9/1/11,0,,,84,55,
USW00023293,SAN JOSE,9/2/11,0,,,89,58,
USW00023293,SAN JOSE,9/3/11,0,,,78,57,
USW00023293,SAN JOSE,9/4/11,0,,,74,58,
USW00023293,SAN JOSE,9/5/11,0,,,76,58,
USW00023293,SAN JOSE,9/6/11,0,,,86,57,
USW00023293,SAN JOSE,9/7/11,0,,,93,58,
USW00023293,SAN JOSE,9/8/11,0,,,78,57,
USW00023293,SAN JOSE,9/9/11,0,,,83,57,
USW00023293,SAN JOSE,9/10/11,0,,,86,61,
USW00023293,SAN JOSE,9/11/11,0,,,80,61,
USW00023293,SAN JOSE,9/12/11,0,,,77,62,
USW00023293,SAN JOSE,9/13/11,0,,,81,60,
USW00023293,SAN JOSE,9/14/11,0,,,74,58,
USW00023293,SAN JOSE,9/15/11,0,,,77,56,
USW00023293,SAN JOSE,9/16/11,0,,,78,56,
USW00023293,SAN JOSE,9/17/11,0,,,79,53,
USW00023293,SAN JOSE,9/18/11,0,,,88,55,
USW00023293,SAN JOSE,9/19/11,0,,,93,59,
USW00023293,SAN JOSE,9/20/11,0,,,94,63,
USW00023293,SAN JOSE,9/21/11,0,,,93,60,
USW00023293,SAN JOSE,9/22/11,0,,,86,59,
USW00023293,SAN JOSE,9/23/11,0,,,89,61,
USW00023293,SAN JOSE,9/24/11,0,,,75,60,
USW00023293,SAN JOSE,9/25/11,0,,,72,59,
USW00023293,SAN JOSE,9/26/11,0,,,78,53,
USW00023293,SAN JOSE,9/27/11,0,,,83,55,
USW00023293,SAN JOSE,9/28/11,0,,,96,60,
USW00023293,SAN JOSE,9/29/11,0,,,79,62,
USW00023293,SAN JOSE,9/30/11,0,,,76,60,
USW00023293,SAN JOSE,10/1/11,0,,,77,60,
USW00023293,SAN JOSE,10/2/11,0,,,76,56,
USW00023293,SAN JOSE,10/3/11,0.19,,,70,51,
USW00023293,SAN JOSE,10/4/11,0.1,,,69,56,
USW00023293,SAN JOSE,10/5/11,0.28,,,66,52,
USW00023293,SAN JOSE,10/6/11,0.1,,,62,49,
USW00023293,SAN JOSE,10/7/11,0,,,72,47,
USW00023293,SAN JOSE,10/8/11,0,,,76,51,
USW00023293,SAN JOSE,10/9/11,0,,,76,56,
USW00023293,SAN JOSE,10/10/11,0.08,,,72,56,
USW00023293,SAN JOSE,10/11/11,0.02,,,75,61,
USW00023293,SAN JOSE,10/12/11,0,,,82,57,
USW00023293,SAN JOSE,10/13/11,0,,,83,56,
USW00023293,SAN JOSE,10/14/11,0,,,86,57,
USW00023293,SAN JOSE,10/15/11,0,,,78,58,
USW00023293,SAN JOSE,10/16/11,0,,,77,59,
USW00023293,SAN JOSE,10/17/11,0,,,87,57,
USW00023293,SAN JOSE,10/18/11,0,,,78,59,
USW00023293,SAN JOSE,10/19/11,0,,,69,56,
USW00023293,SAN JOSE,10/20/11,0,,,70,55,
USW00023293,SAN JOSE,10/21/11,0,,,74,53,
USW00023293,SAN JOSE,10/22/11,0,,,84,52,
USW00023293,SAN JOSE,10/23/11,0,,,85,53,
USW00023293,SAN JOSE,10/24/11,0,,,75,56,
USW00023293,SAN JOSE,10/25/11,0,,,71,53,
USW00023293,SAN JOSE,10/26/11,0,,,73,50,
USW00023293,SAN JOSE,10/27/11,0,,,75,46,
USW00023293,SAN JOSE,10/28/11,0,,,75,47,
USW00023293,SAN JOSE,10/29/11,0,,,78,47,
USW00023293,SAN JOSE,10/30/11,0,,,77,49,
USW00023293,SAN JOSE,10/31/11,0,,,78,51,
USW00023293,SAN JOSE,11/1/11,0,,,75,51,
USW00023293,SAN JOSE,11/2/11,0,,,78,48,
USW00023293,SAN JOSE,11/3/11,0.04,,,68,46,
USW00023293,SAN JOSE,11/4/11,0.13,,,58,43,
USW00023293,SAN JOSE,11/5/11,0.16,,,60,40,
USW00023293,SAN JOSE,11/6/11,0,,,60,46,
USW00023293,SAN JOSE,11/7/11,0,,,61,44,
USW00023293,SAN JOSE,11/8/11,0,,,64,39,
USW00023293,SAN JOSE,11/9/11,0,,,70,39,
USW00023293,SAN JOSE,11/10/11,0,,,72,41,
USW00023293,SAN JOSE,11/11/11,0.04,,,62,49,
USW00023293,SAN JOSE,11/12/11,0,,,60,48,
USW00023293,SAN JOSE,11/13/11,0,,,65,46,
USW00023293,SAN JOSE,11/14/11,0,,,62,47,
USW00023293,SAN JOSE,11/15/11,0,,,66,44,
USW00023293,SAN JOSE,11/16/11,0,,,67,42,
USW00023293,SAN JOSE,11/17/11,0,,,59,47,
USW00023293,SAN JOSE,11/18/11,0.04,,,59,47,
USW00023293,SAN JOSE,11/19/11,0.12,,,60,39,
USW00023293,SAN JOSE,11/20/11,0.16,,,56,45,
USW00023293,SAN JOSE,11/21/11,0,,,61,41,
USW00023293,SAN JOSE,11/22/11,0,,,63,42,
USW00023293,SAN JOSE,11/23/11,0,,,63,45,
USW00023293,SAN JOSE,11/24/11,0.01,,,59,41,
USW00023293,SAN JOSE,11/25/11,0,,,63,40,
USW00023293,SAN JOSE,11/26/11,0,,,65,42,
USW00023293,SAN JOSE,11/27/11,0,,,61,45,
USW00023293,SAN JOSE,11/28/11,0,,,55,45,
USW00023293,SAN JOSE,11/29/11,0,,,54,42,
USW00023293,SAN JOSE,11/30/11,0,,,67,43,
USW00023293,SAN JOSE,12/1/11,0,,,67,53,
USW00023293,SAN JOSE,12/2/11,0,,,71,47,
USW00023293,SAN JOSE,12/3/11,0,,,64,45,
USW00023293,SAN JOSE,12/4/11,0,,,65,34,
USW00023293,SAN JOSE,12/5/11,0,,,60,39,
USW00023293,SAN JOSE,12/6/11,0,,,61,35,
USW00023293,SAN JOSE,12/7/11,0,,,58,36,
USW00023293,SAN JOSE,12/8/11,0,,,60,35,
USW00023293,SAN JOSE,12/9/11,0,,,63,35,
USW00023293,SAN JOSE,12/10/11,0,,,60,37,
USW00023293,SAN JOSE,12/11/11,0,,,56,45,
USW00023293,SAN JOSE,12/12/11,0.02,,,52,41,
USW00023293,SAN JOSE,12/13/11,0,,,58,36,
USW00023293,SAN JOSE,12/14/11,0,,,58,39,
USW00023293,SAN JOSE,12/15/11,0.04,,,54,39,
USW00023293,SAN JOSE,12/16/11,0,,,63,36,
USW00023293,SAN JOSE,12/17/11,0,,,62,35,
USW00023293,SAN JOSE,12/18/11,0,,,57,36,
USW00023293,SAN JOSE,12/19/11,0,,,62,42,
USW00023293,SAN JOSE,12/20/11,0,,,60,34,
USW00023293,SAN JOSE,12/21/11,0,,,63,36,
USW00023293,SAN JOSE,12/22/11,0,,,63,37,
USW00023293,SAN JOSE,12/23/11,0,,,58,31,
USW00023293,SAN JOSE,12/24/11,0,,,60,30,
USW00023293,SAN JOSE,12/25/11,0,,,57,29,
USW00023293,SAN JOSE,12/26/11,0,,,53,32,
USW00023293,SAN JOSE,12/27/11,0,,,57,40,
USW00023293,SAN JOSE,12/28/11,0,,,63,39,
USW00023293,SAN JOSE,12/29/11,0,,,63,44,
USW00023293,SAN JOSE,12/30/11,0.02,,,63,48,
USW00023293,SAN JOSE,12/31/11,0,,,61,42,
USW00023293,SAN JOSE,1/1/12,0,,,68,37,
USW00023293,SAN JOSE,1/2/12,0,,,57,41,
USW00023293,SAN JOSE,1/3/12,0,,,58,42,
USW00023293,SAN JOSE,1/4/12,0,,,65,38,
USW00023293,SAN JOSE,1/5/12,0,,,66,40,
USW00023293,SAN JOSE,1/6/12,0,,,60,37,
USW00023293,SAN JOSE,1/7/12,0,,,68,37,
USW00023293,SAN JOSE,1/8/12,0,,,68,41,
USW00023293,SAN JOSE,1/9/12,0,,,66,38,
USW00023293,SAN JOSE,1/10/12,0,,,62,36,
USW00023293,SAN JOSE,1/11/12,0,,,66,37,
USW00023293,SAN JOSE,1/12/12,0,,,65,37,
USW00023293,SAN JOSE,1/13/12,0,,,68,37,
USW00023293,SAN JOSE,1/14/12,0,,,63,36,
USW00023293,SAN JOSE,1/15/12,0,,,57,36,
USW00023293,SAN JOSE,1/16/12,0,,,52,32,
USW00023293,SAN JOSE,1/17/12,0,,,52,29,
USW00023293,SAN JOSE,1/18/12,0,,,56,31,
USW00023293,SAN JOSE,1/19/12,0.04,,,52,35,
USW00023293,SAN JOSE,1/20/12,0.44,,,59,50,
USW00023293,SAN JOSE,1/21/12,0.25,,,58,41,
USW00023293,SAN JOSE,1/22/12,0.03,,,56,41,
